ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,fiberMag_u,fiberMag_g,fiberMag_r,fiberMag_i,fiberMag_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z
0.04440651,0.60626063,22.377634,21.121578,20.307571,19.917356,19.59342,22.556385,20.948763,20.185596,19.783619,19.611427,21.465088,20.703375,19.740948,19.14213,19.12002
0.04345503,0.60880124,23.851795,23.240162,22.497541,21.987074,21.432213,24.286926,23.272026,22.556547,21.90719,21.990152,23.74748,23.17407,22.470274,21.637867,21.411873
0.04755281,0.52197816,15.846366,14.457034,13.918465,13.731653,13.670167,16.180393,14.779648,14.157151,14.096068,14.006006,15.843532,14.447568,13.931601,13.743276,13.65656
0.04754742,0.52197569,15.846471,14.457067,13.918995,13.731676,13.670276,16.180445,14.779153,14.157144,14.096142,14.006282,15.853977,14.448584,13.932344,13.744938,13.661815
0.04754742,0.52197569,15.846435,14.45651,13.919208,13.731475,13.67001,16.181028,14.780052,15.638002,14.096076,14.006634,15.854475,14.448666,13.932373,13.744918,13.66189
0.04545459,0.51997048,23.054586,24.215528,22.526604,22.700645,21.446789,23.043613,23.966541,22.76804,22.325033,21.205688,21.992502,23.106495,22.484768,21.171652,20.321529
0.04764637,0.58396494,17.665831,16.602369,16.154781,15.966106,15.881069,17.988865,16.94236,16.520685,16.332104,16.226477,17.668922,16.655144,16.214592,16.027061,15.91686
0.04763889,0.58395854,17.665979,16.602354,16.154749,15.966123,15.881954,17.988508,16.942327,16.520538,16.33209,16.228556,17.683762,16.656439,16.215488,16.02902,15.928127
0.04723108,0.62481645,23.568087,21.101332,19.818727,19.273396,18.863489,23.048155,21.200027,19.847271,19.264715,18.859449,22.342667,20.292662,18.768059,18.259539,17.685127
0.04742009,0.50923898,22.684811,21.591898,20.174555,19.54294,19.177273,22.467152,21.870226,20.571655,19.935303,19.560799,21.8988,21.439859,20.276693,19.65847,19.27198
0.04449633,0.58612155,22.685085,21.394655,20.756287,20.292454,19.912615,22.183386,21.300753,20.565865,20.111341,19.878162,20.463717,20.003374,19.269606,18.935421,18.580963
0.04535381,0.55593109,21.948816,25.842962,24.558397,24.909328,21.53178,22.37505,25.262875,25.066057,25.012398,21.655565,22.330099,25.37278,26.249434,26.185778,20.758373
0.04739746,0.60714901,21.9086,21.617626,20.719898,20.585716,20.152111,21.850224,21.681517,20.670921,20.425674,20.012228,21.105429,20.813425,20.057928,19.689875,19.002712
0.04576683,0.62991483,22.398611,22.026859,21.653019,21.530869,21.375862,22.533545,22.445724,21.944592,21.762024,21.145161,21.698381,22.178061,21.680412,21.658516,20.092674
0.04406643,0.59875831,23.830971,23.644239,22.512136,22.713964,22.827009,23.844753,23.850933,22.931896,23.353775,22.806105,23.914282,23.962545,23.02684,24.500919,23.393696
