ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,fiberMag_u,fiberMag_g,fiberMag_r,fiberMag_i,fiberMag_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z
1.02042599,0.32802505,22.88517,21.779427,20.550646,20.121515,19.881985,22.976303,21.517281,20.461706,19.914843,19.489754,21.598568,20.641701,19.509304,18.993578,18.611408
1.02004953,0.30764091,22.314285,21.460127,20.728704,20.533319,20.397148,22.136086,21.298929,20.650761,20.34683,19.993872,21.325451,20.554697,19.861897,19.716383,19.874065
1.0185891,0.24124432,25.170038,23.317019,23.404736,24.766394,22.397469,24.604362,23.588816,24.001034,25.464043,22.780935,26.155678,22.949327,26.714621,25.868385,21.828854
1.01854196,0.31310155,23.151976,23.016436,23.249962,23.12258,23.852106,23.298279,23.215702,23.191252,22.88905,22.932802,24.707762,22.304857,24.771759,22.104116,22.818367
1.01820078,0.33107137,24.281487,22.997122,23.954216,24.065069,22.587475,24.386135,23.381901,24.10162,23.328085,21.623789,22.057837,22.347124,22.693674,21.940039,20.347288
1.01861944,0.3634843,22.49049,22.081585,21.079533,20.952963,20.91778,22.861307,21.902359,21.036077,20.684546,20.432642,24.678368,21.149263,20.020531,19.642868,19.431826
1.01805573,0.38358572,22.43306,22.372179,21.672922,21.592752,21.785313,22.835537,22.596237,21.908005,21.700649,21.43829,22.310759,22.167185,21.61743,21.271645,21.354149
1.01794307,0.33314657,23.424026,22.375351,21.449299,21.253063,21.180006,23.471062,22.380674,21.472801,21.157675,20.833408,24.525572,21.953669,20.761133,20.528076,19.953011
1.01695716,0.39803621,23.159517,23.231066,22.531019,22.985165,21.457483,23.177301,23.152916,22.725967,22.756302,22.603718,22.786814,22.279192,22.288773,21.617048,21.159185
1.01695359,0.24083587,23.142389,22.591103,22.215837,21.953869,21.626207,23.416279,22.788715,22.398241,22.172468,21.370855,24.002327,22.192598,22.334076,21.73918,22.166639
1.01686714,0.23361964,23.532135,22.269648,21.03688,20.205229,19.69005,25.213713,22.553095,21.432877,20.576494,20.057041,27.030138,22.204943,21.166309,20.283228,19.846878
1.01684928,0.21618367,22.651258,22.315569,21.647968,21.440908,21.507774,23.185896,22.294727,21.814785,21.481314,20.984243,22.733934,21.578667,21.183489,21.400177,21.773401
1.01598115,0.34253967,23.745667,23.181587,23.752823,22.805735,23.095678,23.649338,23.550169,24.112806,23.100641,22.782036,24.517509,23.455908,24.014658,23.056221,22.811152
1.01592181,0.24708048,22.399096,22.093746,21.419889,21.113615,21.425114,22.608013,22.410503,21.814533,21.311296,21.132795,22.226139,22.093292,21.545599,20.991566,20.434666
1.01475061,0.40431413,24.020113,23.237123,21.738754,20.631973,19.801653,25.522213,23.597818,22.051838,20.964247,20.194944,21.891268,21.976349,21.06081,20.255592,19.816603
1.01478694,0.37819809,22.617088,22.49584,21.619535,21.356087,20.780561,23.009541,22.732405,21.876871,21.556383,20.810799,23.064199,22.463428,21.57099,21.459536,19.868639
1.01472377,0.26533849,23.102186,23.039261,23.44898,22.903265,22.359022,23.247894,23.677856,24.053675,23.326992,21.595987,22.848455,22.958654,23.33676,26.277086,21.768034
1.01434368,0.35643448,23.268129,22.889084,22.084896,22.048876,21.965097,23.313528,22.869438,22.295622,22.446444,21.367252,24.600304,22.52261,21.314283,24.198032,20.882761
1.01189707,0.41076779,21.955282,24.677286,25.452215,24.793781,23.425341,22.463013,25.201908,25.610157,25.05398,22.72147,22.732452,26.744667,25.555315,25.777657,21.674232
